iter	Passed	Remaining
1658	121301	98050
1659	121339	97948
1660	121380	97849
1661	121419	97749
1662	121455	97646
1663	121496	97547
1664	121536	97448
1665	121588	97358
1666	121624	97256
1667	121662	97154
1668	121701	97055
1669	121743	96957
1670	121780	96855
1671	121822	96758
1672	121855	96653
1673	121891	96551
1674	121929	96451
1675	121966	96350
1676	122001	96248
1677	122037	96146
1678	122074	96045
1679	122108	95942
1680	122142	95839
1681	122183	95742
1682	122228	95647
1683	122261	95544
1684	122294	95440
1685	122337	95344
1686	122371	95242
1687	122404	95139
1688	122439	95037
1689	122473	94934
1690	122520	94842
1691	122563	94747
1692	122609	94655
1693	122656	94562
1694	122700	94468
1695	122744	94374
1696	122785	94277
1697	122826	94181
1698	122875	94091
1699	122919	93997
1700	122966	93905
1701	123010	93811
1702	123051	93715
1703	123088	93616
1704	123128	93519
1705	123172	93426
1706	123211	93329
1707	123250	93231
1708	123285	93131
1709	123320	93031
1710	123358	92933
1711	123398	92836
1712	123433	92736
1713	123479	92645
1714	123525	92554
1715	123569	92461
1716	123612	92367
1717	123650	92269
1718	123690	92173
1719	123725	92074
1720	123763	91977
1721	123803	91882
1722	123852	91792
1723	123897	91701
1724	123943	91610
1725	123990	91520
1726	124054	91442
1727	124140	91381
1728	124241	91330
1729	124329	91270
1730	124423	91214
1731	124512	91155
1732	124610	91102
1733	124701	91045
1734	124796	90989
1735	124888	90932
1736	124985	90878
1737	125077	90821
1738	125171	90765
1739	125266	90710
1740	125348	90645
1741	125437	90586
1742	125527	90527
1743	125621	90470
1744	125733	90426
1745	125830	90373
1746	125911	90307
1747	126009	90254
1748	126098	90193
1749	126204	90145
1750	126309	90097
1751	126398	90037
1752	126488	89977
1753	126595	89930
1754	126699	89881
1755	126802	89830
1756	126899	89775
1757	127003	89725
1758	127108	89676
1759	127212	89626
1760	127314	89575
1761	127411	89520
1762	127507	89464
1763	127607	89411
1764	127707	89359
1765	127806	89305
1766	127905	89251
1767	128006	89199
1768	128098	89140
1769	128193	89083
1770	128290	89028
1771	128392	88976
1772	128483	88916
1773	128582	88862
1774	128690	88814
1775	128793	88762
1776	128895	88710
1777	129006	88664
1778	129113	88616
1779	129235	88576
1780	129351	88533
1781	129447	88477
1782	129551	88426
1783	129667	88383
1784	129781	88338
1785	129879	88283
1786	129970	88222
1787	130074	88171
1788	130161	88108
1789	130255	88049
1790	130356	87996
1791	130451	87938
1792	130548	87882
1793	130645	87825
1794	130749	87773
1795	130851	87719
1796	130948	87663
1797	131043	87605
1798	131136	87545
1799	131244	87496
1800	131348	87444
1801	131442	87385
1802	131545	87332
1803	131661	87287
1804	131782	87246
1805	131901	87203
1806	132014	87157
1807	132108	87097
1808	132216	87048
1809	132324	86997
1810	132437	86950
1811	132550	86903
1812	132663	86856
1813	132757	86797
1814	132867	86747
1815	132966	86691
1816	133064	86634
1817	133160	86576
1818	133288	86538
1819	133393	86485
1820	133496	86431
1821	133579	86364
1822	133671	86303
1823	133755	86237
1824	133882	86198
1825	133993	86149
1826	134087	86089
1827	134184	86030
1828	134285	85975
1829	134391	85922
1830	134500	85871
1831	134598	85813
1832	134704	85760
1833	134804	85704
1834	134910	85651
1835	135007	85592
1836	135108	85536
1837	135214	85483
1838	135320	85430
1839	135435	85383
1840	135546	85333
1841	135644	85275
1842	135757	85225
1843	135846	85162
1844	135962	85114
1845	136082	85069
1846	136190	85017
1847	136291	84960
1848	136396	84906
1849	136491	84846
1850	136588	84786
1851	136694	84732
1852	136805	84682
1853	136903	84623
1854	137015	84572
1855	137124	84520
1856	137215	84457
1857	137309	84395
1858	137414	84341
1859	137513	84282
1860	137602	84217
1861	137710	84164
1862	137805	84103
1863	137898	84041
1864	138011	83990
1865	138115	83935
1866	138212	83874
1867	138297	83807
1868	138386	83742
1869	138480	83680
1870	138569	83615
1871	138658	83550
1872	138753	83488
1873	138839	83422
1874	138946	83367
1875	139028	83298
1876	139120	83235
1877	139233	83184
1878	139351	83135
1879	139465	83085
1880	139576	83033
1881	139680	82977
1882	139790	82924
1883	139892	82866
1884	140002	82813
1885	140102	82754
1886	140206	82697
1887	140309	82639
1888	140416	82584
1889	140516	82525
1890	140622	82469
1891	140718	82407
1892	140823	82351
1893	140924	82292
1894	141024	82233
1895	141122	82172
1896	141232	82118
1897	141331	82058
1898	141429	81998
1899	141535	81941
1900	141635	81882
1901	141738	81823
1902	141841	81765
1903	141955	81713
1904	142049	81650
1905	142161	81597
1906	142265	81539
1907	142350	81471
1908	142446	81408
1909	142541	81345
1910	142633	81280
1911	142725	81216
1912	142821	81153
1913	142914	81089
1914	143008	81025
1915	143106	80964
1916	143200	80900
1917	143292	80835
1918	143385	80771
1919	143498	80717
1920	143609	80663
1921	143716	80606
1922	143821	80548
1923	143927	80491
1924	144041	80438
1925	144144	80379
1926	144255	80324
1927	144376	80275
1928	144503	80230
1929	144628	80182
1930	144756	80137
1931	144880	80089
1932	144995	80036
1933	145103	79979
1934	145216	79925
1935	145333	79873
1936	145443	79817
1937	145553	79761
1938	145667	79707
1939	145768	79646
1940	145887	79595
1941	145992	79536
1942	146109	79483
1943	146220	79428
1944	146322	79367
1945	146429	79309
1946	146529	79247
1947	146630	79186
1948	146729	79123
1949	146829	79061
1950	146924	78997
1951	147027	78936
1952	147147	78885
1953	147263	78831
1954	147372	78774
1955	147483	78717
1956	147593	78661
1957	147698	78601
1958	147785	78532
1959	147889	78472
1960	147995	78412
1961	148093	78349
1962	148196	78288
1963	148300	78227
1964	148409	78169
1965	148519	78112
1966	148625	78052
1967	148727	77991
1968	148828	77928
1969	148926	77864
1970	149035	77807
1971	149124	77738
1972	149234	77680
1973	149337	77619
1974	149435	77555
1975	149536	77492
1976	149643	77433
1977	149740	77368
1978	149844	77307
1979	149954	77249
1980	150061	77189
1981	150166	77128
1982	150276	77070
1983	150390	77014
1984	150492	76952
1985	150592	76888
1986	150697	76827
1987	150805	76768
1988	150914	76708
1989	151010	76643
1990	151112	76580
1991	151215	76518
1992	151323	76458
1993	151420	76393
1994	151524	76331
1995	151632	76272
1996	151742	76213
1997	151850	76153
1998	151954	76091
1999	152064	76032
2000	152172	75971
2001	152272	75907
2002	152377	75846
2003	152490	75788
2004	152596	75727
2005	152703	75666
2006	152824	75612
2007	152932	75552
2008	153037	75490
2009	153141	75428
2010	153247	75366
2011	153358	75307
2012	153470	75248
2013	153572	75185
2014	153679	75123
2015	153786	75062
2016	153903	75006
2017	154012	74945
2018	154117	74883
2019	154206	74812
2020	154320	74755
2021	154428	74694
2022	154543	74636
2023	154653	74576
2024	154768	74518
2025	154878	74457
2026	154987	74396
2027	155091	74333
2028	155201	74273
2029	155284	74200
2030	155382	74133
2031	155499	74076
2032	155605	74014
2033	155678	73936
2034	155748	73856
2035	155856	73794
2036	155955	73728
2037	156053	73662
2038	156153	73596
2039	156250	73529
2040	156352	73465
2041	156453	73399
2042	156557	73335
2043	156654	73269
2044	156749	73200
2045	156850	73135
2046	156952	73070
2047	157045	73001
2048	157186	72954
2049	157286	72888
2050	157383	72821
2051	157478	72753
2052	157582	72688
2053	157685	72624
2054	157792	72561
2055	157896	72497
2056	157998	72431
2057	158106	72369
2058	158214	72306
2059	158322	72244
2060	158425	72179
2061	158529	72114
2062	158633	72050
2063	158724	71979
2064	158830	71916
2065	158929	71849
2066	159033	71784
2067	159142	71721
2068	159259	71663
2069	159359	71596
2070	159466	71532
2071	159570	71467
2072	159679	71405
2073	159806	71350
2074	159906	71283
2075	160014	71220
2076	160116	71154
2077	160230	71093
2078	160342	71031
2079	160445	70966
2080	160552	70902
2081	160669	70842
2082	160761	70771
2083	160853	70701
2084	160942	70629
2085	161038	70560
2086	161130	70489
2087	161217	70416
2088	161307	70345
2089	161394	70272
2090	161503	70208
2091	161621	70149
2092	161725	70083
2093	161825	70016
2094	161911	69942
2095	162017	69877
2096	162109	69806
2097	162219	69743
2098	162309	69671
2099	162401	69600
2100	162491	69528
2101	162583	69457
2102	162670	69384
2103	162759	69312
2104	162848	69239
2105	162939	69168
2106	163030	69096
2107	163126	69027
2108	163246	68967
2109	163323	68890
2110	163431	68825
2111	163519	68752
2112	163631	68689
2113	163751	68629
2114	163863	68567
2115	163982	68506
2116	164098	68445
2117	164191	68374
2118	164280	68301
2119	164367	68228
2120	164462	68157
2121	164541	68080
2122	164660	68020
2123	164766	67954
2124	164882	67892
2125	165001	67832
2126	165112	67768
2127	165201	67695
2128	165316	67632
2129	165432	67570
2130	165538	67505
2131	165640	67436
2132	165752	67373
2133	165864	67309
2134	165973	67244
2135	166079	67178
2136	166190	67114
2137	166292	67045
2138	166392	66977
2139	166490	66907
2140	166593	66839
2141	166700	66773
2142	166803	66705
2143	166902	66636
2144	166984	66560
2145	167081	66490
2146	167185	66422
2147	167271	66348
2148	167383	66283
2149	167475	66211
2150	167585	66145
2151	167688	66078
2152	167788	66008
2153	167894	65941
2154	168009	65878
2155	168120	65813
2156	168222	65744
2157	168330	65678
2158	168445	65614
2159	168548	65546
2160	168646	65476
2161	168751	65408
2162	168857	65341
2163	168958	65272
2164	169058	65202
2165	169160	65133
2166	169264	65065
2167	169354	64992
2168	169467	64927
2169	169574	64860
2170	169685	64794
2171	169799	64730
2172	169904	64662
2173	169990	64587
2174	170078	64512
2175	170185	64445
2176	170297	64379
2177	170419	64318
2178	170512	64245
2179	170618	64177
2180	170708	64103
2181	170801	64031
2182	170897	63959
2183	170985	63884
2184	171085	63814
2185	171182	63743
2186	171284	63673
2187	171380	63602
2188	171478	63530
2189	171572	63458
2190	171661	63383
2191	171770	63316
2192	171886	63252
2193	171989	63183
2194	172076	63107
2195	172171	63035
2196	172247	62956
2197	172366	62892
2198	172469	62822
2199	172549	62745
2200	172640	62671
2201	172738	62599
2202	172830	62526
2203	172919	62451
2204	173007	62376
2205	173101	62304
2206	173186	62228
2207	173277	62153
2208	173371	62080
2209	173459	62005
2210	173555	61933
2211	173640	61857
2212	173718	61778
2213	173795	61699
2214	173874	61621
2215	173947	61541
2216	174019	61460
2217	174090	61379
2218	174168	61300
2219	174246	61221
2220	174324	61143
2221	174401	61063
2222	174487	60988
2223	174558	60907
2224	174621	60823
2225	174693	60742
2226	174767	60662
2227	174844	60583
2228	174921	60504
2229	174983	60420
2230	175043	60335
2231	175119	60256
2232	175198	60177
2233	175270	60097
2234	175338	60015
2235	175429	59940
2236	175518	59866
2237	175598	59788
2238	175691	59714
2239	175788	59642
2240	175871	59565
2241	175965	59492
2242	176047	59415
2243	176128	59337
2244	176217	59262
2245	176322	59193
2246	176421	59121
2247	176522	59050
2248	176628	58980
2249	176728	58909
2250	176827	58837
2251	176931	58767
2252	177031	58696
2253	177130	58624
2254	177243	58557
2255	177348	58487
2256	177450	58416
2257	177550	58344
2258	177652	58273
2259	177756	58203
2260	177864	58134
2261	177962	58062
2262	178067	57991
2263	178173	57922
2264	178271	57849
2265	178370	57777
2266	178459	57702
2267	178563	57631
2268	178668	57561
2269	178768	57489
2270	178873	57419
2271	178963	57344
2272	179072	57274
2273	179177	57204
2274	179269	57129
2275	179369	57057
2276	179461	56983
2277	179560	56910
2278	179665	56840
2279	179764	56767
2280	179869	56697
2281	179964	56623
2282	180066	56551
2283	180172	56481
2284	180270	56408
2285	180376	56338
2286	180477	56266
2287	180576	56193
2288	180673	56120
2289	180775	56048
2290	180882	55977
2291	180979	55904
2292	181083	55833
2293	181188	55762
2294	181293	55691
2295	181393	55619
2296	181506	55550
2297	181610	55479
2298	181716	55408
2299	181819	55336
2300	181925	55265
2301	182030	55194
2302	182127	55120
2303	182228	55048
2304	182327	54975
2305	182438	54905
2306	182545	54835
2307	182651	54763
2308	182761	54693
2309	182877	54625
2310	182990	54556
2311	183097	54485
2312	183196	54412
2313	183297	54339
2314	183404	54268
2315	183512	54197
2316	183617	54126
2317	183722	54054
2318	183829	53983
2319	183930	53910
2320	184041	53840
2321	184153	53771
2322	184245	53695
2323	184346	53622
2324	184452	53550
2325	184553	53477
2326	184651	53403
2327	184763	53333
2328	184864	53260
2329	184965	53187
2330	185070	53115
2331	185176	53043
2332	185276	52970
2333	185382	52898
2334	185491	52827
2335	185591	52753
2336	185691	52680
2337	185800	52608
2338	185913	52538
2339	186017	52466
2340	186128	52395
2341	186235	52324
2342	186335	52250
2343	186442	52178
2344	186549	52106
2345	186658	52035
2346	186757	51961
2347	186856	51886
2348	186964	51815
2349	187075	51744
2350	187200	51677
2351	187313	51606
2352	187423	51535
2353	187526	51462
2354	187619	51386
2355	187702	51307
2356	187809	51235
2357	187910	51161
2358	188014	51088
2359	188117	51014
2360	188226	50943
2361	188329	50869
2362	188442	50799
2363	188542	50724
2364	188636	50648
2365	188739	50575
2366	188842	50501
2367	188953	50430
2368	189062	50358
2369	189170	50285
2370	189270	50211
2371	189377	50138
2372	189484	50066
2373	189586	49991
2374	189686	49917
2375	189784	49842
2376	189895	49770
2377	190000	49697
2378	190104	49623
2379	190213	49551
2380	190315	49477
2381	190418	49403
2382	190526	49330
2383	190622	49254
2384	190736	49183
2385	190841	49110
2386	190944	49035
2387	191051	48962
2388	191155	48888
2389	191259	48815
2390	191363	48741
2391	191471	48668
2392	191580	48595
2393	191679	48520
2394	191791	48448
2395	191896	48374
2396	191998	48300
2397	192110	48228
2398	192220	48155
2399	192341	48085
2400	192455	48013
2401	192565	47940
2402	192668	47866
2403	192784	47795
2404	192893	47722
2405	192999	47648
2406	193110	47575
2407	193215	47501
2408	193329	47429
2409	193433	47355
2410	193541	47281
2411	193643	47206
2412	193745	47131
2413	193842	47055
2414	193944	46980
2415	194051	46906
2416	194164	46833
2417	194265	46758
2418	194377	46686
2419	194485	46612
2420	194587	46537
2421	194691	46462
2422	194782	46384
2423	194889	46310
2424	194995	46236
2425	195101	46161
2426	195201	46085
2427	195299	46009
2428	195400	45934
2429	195501	45858
2430	195600	45782
2431	195696	45705
2432	195799	45630
2433	195894	45553
2434	195999	45478
2435	196099	45402
2436	196204	45327
2437	196310	45252
2438	196408	45176
2439	196503	45099
2440	196566	45014
2441	196625	44929
2442	196725	44853
2443	196829	44777
2444	196929	44701
2445	197027	44625
2446	197121	44547
2447	197228	44473
2448	197333	44397
2449	197433	44321
2450	197534	44245
2451	197637	44170
2452	197724	44090
2453	197821	44014
2454	197916	43936
2455	198009	43858
2456	198111	43782
2457	198216	43707
2458	198318	43631
2459	198416	43554
2460	198516	43478
2461	198627	43404
2462	198715	43325
2463	198825	43251
2464	198938	43177
2465	199041	43101
2466	199135	43023
2467	199238	42947
2468	199339	42871
2469	199435	42793
2470	199541	42718
2471	199645	42642
2472	199749	42566
2473	199841	42488
2474	199939	42411
2475	200057	42338
2476	200157	42261
2477	200251	42183
2478	200345	42105
2479	200457	42031
2480	200562	41955
2481	200666	41879
2482	200770	41803
2483	200871	41726
2484	200968	41649
2485	201080	41574
2486	201189	41499
2487	201298	41424
2488	201401	41348
2489	201504	41271
2490	201611	41196
2491	201723	41121
2492	201831	41046
2493	201930	40969
2494	202047	40895
2495	202174	40823
2496	202299	40751
2497	202421	40678
2498	202548	40607
2499	202670	40534
2500	202785	40459
2501	202898	40385
2502	203003	40308
2503	203105	40231
2504	203210	40155
2505	203334	40082
2506	203445	40007
2507	203551	39931
2508	203665	39856
2509	203769	39779
2510	203878	39703
2511	203976	39626
2512	204080	39549
2513	204195	39474
2514	204317	39401
2515	204422	39324
2516	204538	39249
2517	204650	39174
2518	204770	39100
2519	204877	39024
2520	204980	38947
2521	205086	38870
2522	205206	38796
2523	205324	38721
2524	205421	38643
2525	205533	38568
2526	205632	38490
2527	205727	38411
2528	205829	38333
2529	205944	38258
2530	206050	38181
2531	206152	38104
2532	206277	38030
2533	206387	37954
2534	206493	37877
2535	206615	37803
2536	206720	37726
2537	206823	37648
2538	206924	37570
2539	207028	37493
2540	207134	37416
2541	207241	37339
2542	207344	37261
2543	207428	37180
2544	207553	37106
2545	207669	37031
2546	207782	36955
2547	207889	36878
2548	208000	36802
2549	208109	36725
2550	208228	36650
2551	208322	36570
2552	208417	36491
2553	208520	36413
2554	208625	36335
2555	208741	36260
2556	208848	36182
2557	208961	36106
2558	209071	36029
2559	209193	35955
2560	209304	35878
2561	209385	35796
2562	209488	35718
2563	209592	35640
2564	209688	35561
2565	209787	35482
2566	209885	35403
2567	209999	35327
2568	210103	35249
2569	210215	35172
2570	210313	35093
2571	210411	35014
2572	210518	34936
2573	210615	34857
2574	210731	34780
2575	210827	34701
2576	210935	34623
2577	211048	34547
2578	211156	34469
2579	211264	34391
2580	211369	34313
2581	211482	34236
2582	211587	34158
2583	211698	34081
2584	211808	34004
2585	211910	33925
2586	212019	33847
2587	212122	33769
2588	212234	33691
2589	212344	33614
2590	212449	33535
2591	212551	33457
2592	212659	33379
2593	212770	33301
2594	212879	33224
2595	212991	33146
2596	213101	33068
2597	213215	32991
2598	213312	32911
2599	213396	32830
2600	213500	32751
2601	213585	32669
2602	213701	32592
2603	213822	32516
2604	213938	32439
2605	214047	32361
2606	214157	32283
2607	214259	32204
2608	214353	32124
2609	214452	32044
2610	214544	31963
2611	214639	31883
2612	214753	31806
2613	214836	31724
2614	214950	31646
2615	215060	31568
2616	215172	31490
2617	215269	31410
2618	215387	31333
2619	215499	31255
2620	215612	31177
2621	215714	31098
2622	215774	31012
2623	215862	30931
2624	215938	30848
2625	215997	30762
2626	216058	30677
2627	216133	30594
2628	216190	30508
2629	216254	30423
2630	216321	30339
2631	216373	30252
2632	216422	30166
2633	216482	30080
2634	216533	29994
2635	216587	29908
2636	216640	29821
2637	216696	29736
2638	216751	29650
2639	216801	29563
2640	216857	29478
2641	216913	29392
2642	216961	29305
2643	217012	29219
2644	217059	29132
2645	217108	29046
2646	217154	28959
2647	217197	28872
2648	217237	28784
2649	217278	28697
2650	217325	28610
2651	217365	28523
2652	217406	28435
2653	217447	28348
2654	217488	28261
2655	217531	28174
2656	217570	28086
2657	217607	27999
2658	217646	27911
2659	217692	27825
2660	217737	27738
2661	217779	27651
2662	217831	27566
2663	217871	27479
2664	217911	27392
2665	217953	27305
2666	217990	27218
2667	218034	27131
2668	218078	27045
2669	218123	26959
2670	218167	26872
2671	218205	26785
2672	218245	26698
2673	218287	26612
2674	218332	26526
2675	218375	26440
2676	218415	26353
2677	218454	26266
2678	218493	26180
2679	218532	26093
2680	218572	26006
2681	218609	25920
2682	218650	25833
2683	218692	25747
2684	218734	25661
2685	218773	25575
2686	218813	25488
2687	218850	25402
2688	218889	25316
2689	218930	25229
2690	218971	25143
2691	219014	25058
2692	219058	24972
2693	219098	24886
2694	219144	24801
2695	219186	24715
2696	219224	24629
2697	219258	24542
2698	219293	24456
2699	219334	24370
2700	219374	24284
2701	219419	24199
2702	219461	24113
2703	219503	24028
2704	219544	23942
2705	219585	23857
2706	219628	23772
2707	219680	23687
2708	219722	23602
2709	219763	23517
2710	219799	23431
2711	219836	23345
2712	219873	23259
2713	219913	23174
2714	219952	23088
2715	219990	23003
2716	220031	22918
2717	220070	22832
2718	220111	22747
2719	220149	22662
2720	220186	22577
2721	220225	22491
2722	220270	22407
2723	220310	22322
2724	220355	22237
2725	220403	22153
2726	220447	22069
2727	220497	21985
2728	220553	21901
2729	220610	21818
2730	220661	21734
2731	220721	21652
2732	220768	21567
2733	220816	21483
2734	220865	21400
2735	220918	21316
2736	220983	21234
2737	221045	21151
2738	221095	21068
2739	221151	20985
2740	221211	20902
2741	221268	20819
2742	221335	20737
2743	221395	20654
2744	221453	20572
2745	221509	20489
2746	221569	20406
2747	221628	20324
2748	221689	20241
2749	221748	20158
2750	221801	20075
2751	221849	19992
2752	221894	19908
2753	221941	19824
2754	221988	19741
2755	222028	19657
2756	222073	19573
2757	222122	19490
2758	222174	19407
2759	222223	19323
2760	222266	19240
2761	222311	19156
2762	222350	19072
2763	222396	18988
2764	222443	18905
2765	222493	18822
2766	222532	18738
2767	222573	18655
2768	222619	18571
2769	222664	18488
2770	222707	18404
2771	222748	18321
2772	222791	18237
2773	222839	18154
2774	222887	18071
2775	222935	17989
2776	222975	17905
2777	223023	17822
2778	223061	17738
2779	223100	17655
2780	223143	17572
2781	223182	17488
2782	223223	17405
2783	223263	17322
2784	223301	17238
2785	223342	17155
2786	223383	17072
2787	223428	16989
2788	223466	16906
2789	223512	16823
2790	223561	16741
2791	223603	16658
2792	223656	16576
2793	223703	16493
2794	223753	16411
2795	223791	16328
2796	223832	16245
2797	223871	16162
2798	223913	16079
2799	223956	15996
2800	223994	15913
2801	224033	15831
2802	224072	15748
2803	224107	15665
2804	224146	15582
2805	224184	15499
2806	224233	15417
2807	224271	15334
2808	224307	15251
2809	224350	15169
2810	224385	15086
2811	224419	15003
2812	224455	14921
2813	224492	14838
2814	224531	14756
2815	224581	14674
2816	224633	14592
2817	224679	14510
2818	224723	14428
2819	224772	14347
2820	224815	14265
2821	224861	14183
2822	224906	14101
2823	224952	14019
2824	225000	13938
2825	225045	13856
2826	225091	13774
2827	225138	13693
2828	225184	13611
2829	225228	13529
2830	225271	13447
2831	225312	13365
2832	225361	13284
2833	225405	13202
2834	225448	13121
2835	225495	13039
2836	225541	12958
2837	225588	12877
2838	225626	12795
2839	225665	12713
2840	225704	12631
2841	225738	12549
2842	225782	12468
2843	225819	12386
2844	225857	12305
2845	225901	12223
2846	225945	12142
2847	225991	12061
2848	226036	11980
2849	226081	11899
2850	226123	11817
2851	226167	11736
2852	226210	11655
2853	226251	11574
2854	226291	11492
2855	226331	11411
2856	226373	11330
2857	226417	11249
2858	226459	11168
2859	226503	11087
2860	226544	11006
2861	226590	10925
2862	226631	10844
2863	226672	10763
2864	226715	10682
2865	226763	10602
2866	226811	10521
2867	226852	10440
2868	226893	10360
2869	226934	10279
2870	226976	10198
2871	227014	10117
2872	227056	10036
2873	227104	9956
2874	227146	9875
2875	227186	9795
2876	227227	9714
2877	227265	9633
2878	227309	9553
2879	227351	9472
2880	227391	9392
2881	227430	9311
2882	227480	9231
2883	227521	9151
2884	227563	9070
2885	227608	8990
2886	227654	8910
2887	227704	8830
2888	227747	8750
2889	227795	8670
2890	227838	8590
2891	227881	8510
2892	227923	8429
2893	227969	8349
2894	228009	8269
2895	228051	8189
2896	228097	8109
2897	228148	8030
2898	228195	7950
2899	228242	7870
2900	228290	7790
2901	228334	7710
2902	228381	7631
2903	228425	7551
2904	228471	7471
2905	228516	7391
2906	228555	7311
2907	228597	7232
2908	228641	7152
2909	228687	7072
2910	228733	6993
2911	228778	6913
2912	228824	6834
2913	228868	6754
2914	228910	6674
2915	228952	6595
2916	228991	6515
2917	229033	6436
2918	229073	6356
2919	229115	6277
2920	229159	6197
2921	229200	6118
2922	229238	6038
2923	229279	5959
2924	229320	5880
2925	229364	5800
2926	229413	5721
2927	229461	5642
2928	229504	5563
2929	229551	5484
2930	229600	5405
2931	229650	5326
2932	229696	5247
2933	229745	5168
2934	229784	5088
2935	229828	5009
2936	229871	4930
2937	229906	4851
2938	229952	4772
2939	230000	4693
2940	230045	4614
2941	230090	4536
2942	230133	4457
2943	230170	4378
2944	230210	4299
2945	230248	4220
2946	230289	4141
2947	230329	4062
2948	230369	3984
2949	230410	3905
2950	230455	3826
2951	230493	3747
2952	230536	3669
2953	230581	3590
2954	230620	3511
2955	230660	3433
2956	230696	3354
2957	230732	3276
2958	230768	3197
2959	230806	3119
2960	230842	3040
2961	230881	2962
2962	230926	2883
2963	230972	2805
2964	231014	2726
2965	231058	2648
2966	231101	2570
2967	231145	2492
2968	231191	2413
2969	231245	2335
2970	231290	2257
2971	231336	2179
2972	231384	2101
2973	231426	2023
2974	231471	1945
2975	231519	1867
2976	231558	1788
2977	231601	1710
2978	231646	1632
2979	231681	1554
2980	231721	1476
2981	231759	1398
2982	231802	1321
2983	231840	1243
2984	231878	1165
2985	231916	1087
2986	231954	1009
2987	231991	931
2988	232027	853
2989	232067	776
2990	232111	698
2991	232152	620
2992	232194	543
2993	232234	465
2994	232273	387
2995	232314	310
2996	232352	232
2997	232389	155
2998	232426	77
2999	232461	0
